Reactions,ReactionNames,rxnFormulas,subSystems,Cancer_Normal_Malignant,Cancer_Tumor_Malignant,Fibroblast_Normal_FGFR2_,Fibroblast_Tumor_FGFR2_,Fibroblast_Normal_ICAM1_,Fibroblast_Tumor_ICAM1_,Fibroblast_Normal_FAP_,Fibroblast_Tumor_FAP_,Fibroblast_Normal_ICAM1__1,Fibroblast_Tumor_ICAM1__1,Fibroblast_Normal_MFAP5_,Fibroblast_Tumor_MFAP5_,Fibroblast_Normal_CD73_,Fibroblast_Tumor_CD73_,Fibroblast_Normal_DES_,Fibroblast_Tumor_DES_,Macrophage_Normal_THBS1_,Macrophage_Tumor_THBS1_,Macrophage_Normal_VCAN_,Macrophage_Tumor_VCAN_,Macrophage_Normal_MARCO_,Macrophage_Tumor_MARCO_
MAR07475,"",MAM02293g + MAM03111g  -> MAM02039g + MAM02294g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07476,"",MAM02294g + MAM02682g  -> MAM02039g + MAM02295g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07477,"",MAM02295g + MAM03107g  -> MAM02039g + MAM02296g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07478,"",MAM02296g + MAM03111g  -> MAM02039g + MAM02297g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07479,"",MAM02297g + MAM02682g  -> MAM02039g + MAM02298g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07480,"",MAM02298g + MAM03107g  -> MAM02039g + MAM02290g + MAM03106g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07481,"",MAM02290g + MAM02682g  -> MAM02039g + MAM02303g + MAM02681g,"Keratan sulfate biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07373,"",MAM02040e + MAM02278e  -> MAM01159e + MAM02237e,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07375,"",MAM02040l + MAM02278l  -> MAM01159l + MAM02237l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07376,"",MAM02040l + MAM02237l  -> MAM00198l + MAM02248l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07377,"",MAM02040l + MAM02248l  -> MAM02259l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07378,"",MAM02040l + MAM02259l  -> MAM02270l + MAM02543l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07379,"",MAM02040l + MAM02270l  -> MAM02039l + MAM02273l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07380,"",2 MAM02040l + MAM02273l  -> 2 MAM01910l + MAM02274l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07381,"",MAM02040l + MAM02274l  -> MAM02039l + MAM02275l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07382,"",3 MAM02040l + MAM02274l  -> MAM02039l + MAM02276l + 2 MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07383,"",2 MAM02040l + MAM02275l  -> MAM02276l + 2 MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07384,"",MAM02040l + MAM02276l  -> MAM01910l + MAM02277l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07385,"",MAM02040l + MAM02277l  -> MAM02039l + MAM02238l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07386,"",MAM02040l + MAM02238l  -> MAM02239l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07387,"",2 MAM02040l + MAM02277l  -> MAM02039l + MAM02239l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07388,"",MAM02040l + MAM02239l  -> MAM01910l + MAM02240l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07389,"",MAM02040l + MAM02240l  -> MAM02039l + MAM02241l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07390,"",MAM02040l + MAM02241l  -> MAM02242l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07391,"",2 MAM02040l + MAM02240l  -> MAM02039l + MAM02242l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07392,"",MAM02040l + MAM02242l  -> MAM01910l + MAM02243l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07393,"",MAM02040l + MAM02243l  -> MAM02039l + MAM02244l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07394,"",MAM02040l + MAM02244l  -> MAM02245l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07395,"",2 MAM02040l + MAM02243l  -> MAM02039l + MAM02245l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07396,"",MAM02040l + MAM02245l  -> MAM01910l + MAM02246l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07397,"",MAM02040l + MAM02246l  -> MAM02039l + MAM02247l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07398,"",2 MAM02040l + MAM02246l  -> MAM02039l + MAM02249l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07399,"",MAM02040l + MAM02247l  -> MAM02249l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07400,"",MAM02040l + MAM02249l  -> MAM01910l + MAM02250l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07401,"",MAM02040l + MAM02250l  -> MAM02039l + MAM02251l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07402,"",MAM02040l + MAM02251l  -> MAM02252l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07403,"",2 MAM02040l + MAM02250l  -> MAM02039l + MAM02252l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07404,"",MAM02040l + MAM02252l  -> MAM01910l + MAM02253l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07405,"",MAM02040l + MAM02253l  -> MAM02039l + MAM02254l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07406,"",MAM02040l + MAM02254l  -> MAM02255l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07407,"",2 MAM02040l + MAM02253l  -> MAM02039l + MAM02255l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07408,"",MAM02040l + MAM02255l  -> MAM01910l + MAM02256l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07409,"",MAM02040l + MAM02256l  -> MAM02039l + MAM02257l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07410,"",MAM02040l + MAM02257l  -> MAM02258l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07411,"",2 MAM02040l + MAM02256l  -> MAM02039l + MAM02258l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07412,"",MAM02040l + MAM02258l  -> MAM01910l + MAM02260l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07413,"",MAM02040l + MAM02260l  -> MAM02039l + MAM02261l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07414,"",MAM02040l + MAM02261l  -> MAM02262l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07415,"",2 MAM02040l + MAM02260l  -> MAM02039l + MAM02262l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07416,"",MAM02040l + MAM02262l  -> MAM01910l + MAM02263l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07417,"",MAM02040l + MAM02263l  -> MAM02039l + MAM02264l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07418,"",2 MAM02040l + MAM02263l  -> MAM02039l + MAM02265l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07419,"",MAM02040l + MAM02264l  -> MAM02265l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07420,"",MAM02040l + MAM02265l  -> MAM01910l + MAM02266l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07421,"",MAM02040l + MAM02266l  -> MAM02039l + MAM02267l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07422,"",MAM02040l + MAM02267l  -> MAM02268l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07423,"",2 MAM02040l + MAM02266l  -> MAM02039l + MAM02268l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07424,"",MAM02040l + MAM02268l  -> MAM01910l + MAM02269l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07425,"",MAM02040l + MAM02269l  -> MAM02271l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07426,"",MAM02040l + MAM02271l  -> MAM01910l + MAM02272l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07427,"",MAM02040l + MAM02272l  -> MAM00141l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07455,"",MAM02040l + MAM02288l  -> MAM02279l + MAM02543l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07456,"",MAM02040l + MAM02279l  -> MAM02039l + MAM02280l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07457,"",2 MAM02040l + MAM02280l  -> 2 MAM01910l + MAM02281l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07458,"",MAM02040l + MAM02281l  -> MAM02039l + MAM02282l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07459,"",2 MAM02040l + MAM02281l  -> MAM02039l + MAM02283l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07460,"",MAM02040l + MAM02282l  -> MAM02283l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07461,"",MAM02040l + MAM02283l  -> MAM01910l + MAM02284l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07462,"",2 MAM02040l + MAM02284l  -> MAM02039l + MAM02286l + MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07463,"",MAM02040l + MAM02284l  -> MAM02039l + MAM02285l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07464,"",MAM02040l + MAM02285l  -> MAM02286l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07465,"",MAM02040l + MAM02286l  -> MAM01910l + MAM02287l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07466,"",MAM02040l + MAM02287l  -> MAM01801l + MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07467,"",MAM01801l + MAM02040l  -> MAM01611l + MAM01910l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07468,"",MAM01611l + MAM02040l  -> MAM02527l + MAM03000l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07469,"",MAM02039l + MAM03000l + MAM03106l  -> MAM00205l + MAM03110l,"Keratan sulfate degradation",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07484,"",MAM02040l + MAM02303l  -> MAM02299l + MAM02543l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07485,"",MAM02040l + MAM02299l  -> MAM02039l + MAM02300l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07486,"",2 MAM02040l + MAM02300l  -> 2 MAM01910l + MAM02301l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07487,"",MAM02040l + MAM02301l  -> MAM02039l + MAM02302l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07488,"",3 MAM02040l + MAM02301l  -> MAM02039l + MAM02283l + 2 MAM02527l + MAM02946l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR07489,"",2 MAM02040l + MAM02302l  -> MAM02283l + 2 MAM02527l,"Keratan sulfate degradation",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08643,"cocaine benzoylhydrolase",MAM01601c + MAM02040c  -> MAM01380c + MAM01767c + MAM02039c,"Isolated",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08645,"cocaine benzoylhydrolase",MAM01601r + MAM02040r  -> MAM01380r + MAM01767r + MAM02039r,"Isolated",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR08648,"",MAM01767r + MAM02040r  -> MAM01766r + MAM02039r + MAM02470r,"Isolated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01581,"cholesterol,NADPH-hemoprotein reductase:oxygen oxidoreductase (7alpha-hydroxylating)",MAM01450r + MAM02039r + MAM02555r + MAM02630r  -> MAM01183r + MAM02040r + MAM02554r,"Bile acid biosynthesis",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MAR01584,"7alpha-Hydroxycholesterol:NAD+ 3-oxidoreductase",MAM01183r + MAM02552r  -> MAM01182r + MAM02039r + MAM02553r,"Bile acid biosynthesis",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MAR01585,"Cholest-5-ene-3beta,7alpha-diol:NAD+ 3-oxidoreductase",MAM01183r + MAM02554r  -> MAM01182r + MAM02039r + MAM02555r,"Bile acid biosynthesis",0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1
MAR01589,"7alpha-hydroxycholest-4-en-3-one,[reduced NADPH---hemoprotein reductase]:oxygen oxidoreductase (12alpha-hydroxylating)",MAM01182r + MAM02039r + MAM02555r + MAM02630r  -> MAM01178r + MAM02040r + MAM02554r,"Bile acid biosynthesis",1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0
MAR01590,"",MAM01182r + MAM02039r + MAM02553r + MAM02630r  -> MAM01178r + MAM02040r + MAM02552r,"Bile acid biosynthesis",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
MAR01592,"",MAM01178r + MAM01371r + MAM02040r  -> MAM01178c + MAM01285r + MAM02039r + MAM02751r,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01593,"",MAM01178c  <=> MAM01178r,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01595,"7alpha-Hydroxy-5beta-cholestan-3-one:NADP+ delta4-oxidoreductase",MAM01178c + MAM02039c + MAM02555c  -> MAM01177c + MAM02554c,"Bile acid biosynthesis",1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
MAR01598,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NAD+ oxidoreductase (B-specific)",MAM01177c + MAM02039c + MAM02553c  -> MAM01078c + MAM02552c,"Bile acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01599,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane:NADP+ oxidoreductase (B-specific)",MAM01177c + MAM02039c + MAM02555c  -> MAM01078c + MAM02554c,"Bile acid biosynthesis",1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0
MAR01604,"",MAM01078c + MAM02039c + MAM02555c + MAM02630c  -> MAM01090c + MAM02040c + MAM02554c,"Bile acid biosynthesis",0,0,1,1,0.977756898601148,1,1,1,1,1,1,1,1,0,0.976758103726291,1,1,1,0,1,1,1
MAR01605,"",MAM01078m + MAM02039m + MAM02555m + MAM02630m  -> MAM01090m + MAM02040m + MAM02554m,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01608,"",MAM01090c + MAM02552c  -> MAM00750c + MAM02039c + MAM02553c,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01609,"",MAM01090m + MAM02552m  -> MAM00750m + MAM02039m + MAM02553m,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01610,"",MAM01090m + MAM02554m  -> MAM00750m + MAM02039m + MAM02555m,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01611,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al:NAD+ 26-oxidoreductase",MAM00750c + MAM02040c + MAM02552c  -> MAM00752c + 2 MAM02039c + MAM02553c,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01613,"",MAM00750m + MAM02553m + MAM02630m  -> MAM00752m + MAM02040m + MAM02552m,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01614,"",MAM00750m + MAM02555m + MAM02630m  -> MAM00752m + MAM02040m + MAM02554m,"Bile acid biosynthesis",0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1
MAR01617,"Fatty Acid Transport via Diffusion",MAM03884e  <=> MAM03884c,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01619,"",MAM00752c  <=> MAM00752r,"Transport reactions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MAR01620,"3alpha,7alpha-Dihydroxy-5beta-cholestanate:CoA ligase (AMP-forming)",MAM00752c  <=> MAM00752m,"Transport reactions",1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
MAR01622,"",MAM00752c + MAM01371c + MAM02040c  -> MAM00752x + MAM01285c + MAM02039c + MAM02751c,"Transport reactions",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
MAR01623,"",MAM00752c  <=> MAM00752x,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01624,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate:CoA ligase (AMP-forming)",MAM00752r + MAM01371r + MAM01597r  -> MAM00616r + MAM01334r + MAM02759r,"Bile acid biosynthesis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
MAR01625,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate:CoA ligase (AMP-forming)",MAM00752x + MAM01371x + MAM01597x  -> MAM00616x + MAM01334x + MAM02759x,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
MAR01627,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoate:CoA ligase (AMP-forming)",MAM00752c + MAM01371c + MAM01597c  -> MAM00616c + MAM01334c + MAM02759c,"Bile acid biosynthesis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
MAR01629,"",MAM00616c  <=> MAM00616x,"Transport reactions",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MAR01631,"",MAM00616c  <=> MAM00616r,"Transport reactions",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MAR01632,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oyl-CoA 25-epimerase",MAM00616x  -> MAM00618x,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
MAR01638,"",MAM00618x + MAM01803x + MAM02630x  -> MAM00749x + MAM01802x + 2 MAM02040x,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0
MAR01642,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA hydro-lyase [(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA-forming]",MAM00749x + MAM02040x  -> MAM00036x,"Bile acid biosynthesis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01646,"(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA:NAD+ oxidoreductase",MAM00036x + MAM02552x  -> MAM00748x + MAM02039x + MAM02553x,"Bile acid biosynthesis",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
MAR01652,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholanoyl-CoA:propanoyl-CoA C-acyltransferase",MAM00748x + MAM01597x  -> MAM01514x + MAM02774x,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
MAR01659,"",MAM01371c + MAM01514c + MAM02040c  -> MAM01285c + MAM01514x + MAM02039c + MAM02751c,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01660,"choloyl-CoA hydrolase",MAM01514c + MAM02040c  -> MAM01445c + MAM01597c + MAM02039c,"Bile acid biosynthesis",0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0
MAR01663,"choloyl-CoA hydrolase",MAM01514x + MAM02040x  -> MAM01445x + MAM01597x + MAM02039x,"Bile acid biosynthesis",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01665,"",MAM01445x  -> MAM01445c,"Transport reactions",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MAR01667,"Choloyl-CoA:glycine N-choloyltransferase",MAM01514x + MAM02961x  -> MAM01597x + MAM02963x,"Bile acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01668,"Choloyl-CoA:glycine N-choloyltransferase",MAM01514c + MAM02961c  -> MAM01597c + MAM02963c,"Bile acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR01670,"Choloyl-CoA:glycine N-choloyltransferase",MAM01514c + MAM01986c  -> MAM01597c + MAM01988c,"Bile acid biosynthesis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
